"","EOS78uKLgYYSgQHXyJbbjDzXpibChtcYGKmooz8AmyiDhTiaC1Syz","33333333.3333"
"","EOS7pFNNF2xL84ZASqEAdP2XhY2VEdm2gt6S3CCxPEMm4J3bTEEG8","33333333.3333"
"","EOS8DjTVFfhC5V1uJ1ZgySGKpAE17kQjcDEdbgjGYumqdo6QfUVoG","33333333.3333"
"","EOS7L4tQ92HgC9kwEHiPYpYy3kZnA9hxNxkmsmwfE8ypHhvDWUVW9","42852380.9524"
"","EOS5zAhzqBGBDQmDP1DsXRYSHcWyfvxAHHunQuN9sFBPDBfHuBB1j","42852380.9524"
"","EOS81YYSEF2mffr6qvsxDGhmWjRjGqiVbBDe3WvGsRMSaBDaNXaHD","42852380.9524"
"","EOS6MRyAjQq8ud7hVNYcfnVPJqcVpscN5So8BhtHuGYqET5GDW5CV","42852380.9524"
"","EOS8PHe43wscCMcfL1jSoKzfcgB4MUY1PKqywjCWjF6yG4Nvk2FYt","42852380.9524"
"","EOS8bQz8ve6DpfVTaPXPotrjW3J2h6uToW4g2uV9rXfMYSwicawma","42852380.9524"
"","EOS5LtSmcQ4Aiso1ZPwySCjfzxSdizf9K2Nr4WripcFYCSUQEz6BX","42852380.9524"
"","EOS7aFKPyBpi1eiGXDajNx3AnJcaV1D9iCm7VRAg5UDtdFYofS7Qk","42852380.9524"
"","EOS7yKbJ5VmWY7wWEuz7kKhA9jV6gwXAjBmQmKmcewptArenteSBg","42852380.9524"
"","EOS594XCjRRqtCKDT5FsYScB5wHkzmhUCALZc2pYp2zYpJQ2dTTYX","42852380.9524"
"","EOS6aX9Gd1QP5ombMoDqSF2roXVt6azj7voc5QSjL55Qw45vAKFPK","42852380.9524"
"","EOS78uKLgYYSgQHXyJbbjDzXpibChtcYGKmooz8AmyiDhTiaC1Syz","42852380.9524"
"","EOS6hqu2noyz8zAe1xJ2x2QD6SVkh3WcWaokuwZJgxdmPR4F3v7WR","42852380.9524"
"","EOS6fsGq5Y58aK5woXJLm98BWF5qRtLybCPaVFwJYvMzw4XybLBAb","42852380.9524"
"","EOS6kkhz7j4m2SYzbSzwpvPoQPWVWt1DFYJvjuyJUTY78MxGsG7hc","42852380.9524"
"","EOS4v1AHuV9C1ZYs4dvyGGiFaA9NC9KpU8fhJELvVkVhkRZHgoffp","42852380.9524"
"","EOS5yLxG7GYbkiQWQatCrwUpij5873nkQxzyqcaMzzF9P2XQ2gKXr","42852380.9524"
"","EOS8Ctxaor6oNQNuNUVtiNQSeNJW5X2hNjtHKTV4yLvUB7Hy95Adf","42852380.9524"
"","EOS594XCjRRqtCKDT5FsYScB5wHkzmhUCALZc2pYp2zYpJQ2dTTYX","42852380.9524"
"","EOS89nqhePAogKBGTa7ent35yp3iYUh6z6yMVLRRx2KmnF5ixaWcy","42852380.9524"
"","EOS6NwJ63CcMKdG4qwa4Nc3qoW2PmartGbizCGrG9tTWyQVfWwKUG","42852380.9524"
